ds,y
2017-09-13 21:40:12,68.77
2017-09-13 21:41:43,84.59
2017-09-13 21:51:14,269.26
2017-09-13 21:51:41,147.2
2017-09-13 21:52:09,67.48
2017-09-13 21:57:46,484.08
2017-09-13 22:01:03,77.67
2017-09-13 22:03:58,208.82
2017-09-13 22:17:54,767.46
2017-09-13 22:18:47,80.5
2017-09-13 22:20:55,103.75
2017-09-13 22:21:07,76.13
2017-09-13 22:21:37,474.01
2017-09-13 22:26:26,173.21
2017-09-13 22:32:52,163.39
2017-09-13 22:34:19,162.66
2017-09-13 22:37:22,100.95
2017-09-13 22:47:51,398.43
2017-09-13 22:52:25,52.39
2017-09-13 22:52:56,113.83
2017-09-13 22:54:26,567.46
2017-09-13 22:55:58,119.99
2017-09-13 22:56:40,163.62
2017-09-13 23:09:04,99.13
2017-09-13 23:13:16,537.42
2017-09-13 23:16:51,92.21
2017-09-13 23:19:22,130.39
2017-09-13 23:19:51,344.01
2017-09-13 23:31:50,575.32
2017-09-13 23:41:20,305.97
2017-09-14 00:08:27,880.72
2017-09-14 00:12:53,159.64
2017-09-14 00:28:58,108.42
2017-09-14 00:38:28,319.84
2017-09-14 00:40:08,425.16
2017-09-14 00:41:21,315.56
2017-09-14 00:48:49,503.24
2017-09-14 01:00:31,57.5
2017-09-14 01:35:12,151.32
2017-09-14 06:28:24,238.56
2017-09-14 07:12:52,340.68
2017-09-14 07:17:19,113.25
2017-09-14 07:49:05,280.09
2017-09-14 08:02:31,311.28
2017-09-14 08:13:47,230.78
2017-09-14 08:47:02,287.85
2017-09-14 08:52:46,147.2
2017-09-14 08:56:38,265.42
2017-09-14 08:57:12,332.7
2017-09-14 09:09:57,255.53
2017-09-14 09:10:31,107.73
2017-09-14 09:17:11,451.05
2017-09-14 09:25:59,530.7
2017-09-14 09:26:20,234.05
2017-09-14 09:28:28,178.41
2017-09-14 09:33:48,434.1
2017-09-14 09:35:42,338.88
2017-09-14 09:36:29,290.33
2017-09-14 09:41:36,153.55
2017-09-14 09:44:40,174.98
2017-09-14 09:47:20,203
2017-09-14 09:51:02,697.36
2017-09-14 10:12:04,143.87
2017-09-14 10:12:04,2200.78
2017-09-14 10:20:01,281.34
2017-09-14 10:22:06,533.74
2017-09-14 10:23:39,326.83
2017-09-14 10:23:41,282.39
2017-09-14 10:24:28,243.71
2017-09-14 10:29:19,222.43
2017-09-14 10:29:33,863.08
2017-09-14 10:29:35,145.11
2017-09-14 10:30:22,263.21
2017-09-14 10:34:08,313.86
2017-09-14 10:35:42,345.32
2017-09-14 10:38:06,202.17
2017-09-14 10:47:07,369.06
2017-09-14 10:47:44,110.7
2017-09-14 10:50:50,144.39
2017-09-14 10:57:49,303.83
2017-09-14 11:04:22,42.41
2017-09-14 11:04:22,330.81
2017-09-14 11:04:24,169.81
2017-09-14 11:07:32,313.77
2017-09-14 11:12:33,271.26
2017-09-14 11:16:49,492.52
2017-09-14 11:19:55,134.6
2017-09-14 11:32:32,365.77
2017-09-14 11:34:46,165.92
2017-09-14 11:37:56,377.13
2017-09-14 11:40:08,122.11
2017-09-14 11:41:51,1097.08
2017-09-14 11:46:56,98.37
2017-09-14 11:53:37,201.85
2017-09-14 11:57:57,168.68
2017-09-14 12:01:29,192.56
2017-09-14 12:02:08,98.39
2017-09-14 12:18:38,609.22
2017-09-14 12:32:50,480.24
2017-09-14 12:37:20,234.21
2017-09-14 13:06:07,14.97
2017-09-14 13:06:07,157.71
2017-09-14 13:12:39,236.3
2017-09-14 13:18:21,1084.22
2017-09-14 13:19:13,222.8
2017-09-14 13:20:33,697.66
2017-09-14 13:24:48,136.67
2017-09-14 13:25:35,336.35
2017-09-14 13:51:47,437.85
2017-09-14 13:57:21,107.55
2017-09-14 14:08:27,77.67
2017-09-14 14:16:00,449.65
2017-09-14 14:24:04,97.93
2017-09-14 14:28:18,1197.73
2017-09-14 14:34:20,589.79
2017-09-14 14:36:00,314.43
2017-09-14 14:38:04,154.65
2017-09-14 14:40:08,614.51
2017-09-14 14:50:45,224.48
2017-09-14 14:53:35,267.84
2017-09-14 15:10:48,98.03
2017-09-14 15:10:54,217.49
2017-09-14 15:26:14,422.49
2017-09-14 15:28:48,107.59
2017-09-14 15:42:11,446.22
2017-09-14 15:42:20,294.22
2017-09-14 15:46:39,21.07
2017-09-14 15:46:39,73.55
2017-09-14 15:57:44,142.6
2017-09-14 16:00:41,592.92
2017-09-14 16:09:08,175.65
2017-09-14 16:18:12,138
2017-09-14 16:21:19,1069.18
2017-09-14 16:29:22,109.23
2017-09-14 16:32:45,112.03
2017-09-14 16:37:03,185.68
2017-09-14 16:38:24,915.54
2017-09-14 16:48:32,264.59
2017-09-14 16:49:48,125.63
2017-09-14 17:29:42,187.96
2017-09-14 17:36:28,329.41
2017-09-14 18:02:41,16.79
2017-09-14 18:02:41,63.94
2017-09-14 18:07:33,120.96
2017-09-14 18:14:31,649.08
2017-09-14 18:20:59,425.13
2017-09-14 18:27:54,879.29
2017-09-14 18:31:18,144.39
2017-09-14 18:32:52,73.03
2017-09-14 18:37:16,48.65
2017-09-14 18:46:57,392.98
2017-09-14 18:50:07,105.82
2017-09-14 18:50:44,163.62
2017-09-14 18:52:30,523.73
2017-09-14 18:54:12,456.71
2017-09-14 19:06:30,299.6
2017-09-14 19:08:45,90.44
2017-09-14 19:12:49,733.95
2017-09-14 19:16:36,114.06
2017-09-14 19:23:28,109.66
2017-09-14 19:29:37,327.13
2017-09-14 19:30:45,441.58
2017-09-14 19:37:37,174
2017-09-14 19:50:33,149.73
2017-09-14 19:52:36,55.2
2017-09-14 20:04:28,54.46
2017-09-14 20:08:34,943.48
2017-09-14 20:20:39,350.54
2017-09-14 20:22:56,5.01
2017-09-14 20:22:56,206.26
2017-09-14 20:24:21,62.42
2017-09-14 20:27:07,1189.45
2017-09-14 20:34:09,2280.57
2017-09-14 20:37:40,126.71
2017-09-14 20:46:41,271.26
2017-09-14 20:57:31,194.79
2017-09-14 21:09:30,441.58
2017-09-14 21:10:17,139.22
2017-09-14 21:21:35,36.39
2017-09-14 21:21:35,203.67
2017-09-14 21:29:41,553.7
2017-09-14 21:37:50,300.29
2017-09-14 21:53:50,238.17
2017-09-14 21:54:29,236.53
2017-09-14 22:00:10,211.09
2017-09-14 22:05:38,180.83
2017-09-14 22:09:13,733.95
2017-09-14 22:19:06,684.53
2017-09-14 22:25:54,667.92
2017-09-14 22:26:10,301.39
2017-09-14 22:29:52,324.16
2017-09-14 22:29:56,535.23
2017-09-14 22:30:48,231.38
2017-09-14 22:41:10,432.38
2017-09-14 23:20:35,45.89
2017-09-14 23:34:10,373.15
2017-09-14 23:40:51,61.36
2017-09-14 23:41:09,634.96
2017-09-14 23:46:41,3889.19
2017-09-15 00:05:49,377.8
2017-09-15 00:22:32,79.56
2017-09-15 00:36:44,447.42
2017-09-15 00:46:01,189.75
2017-09-15 00:53:25,85.12
2017-09-15 01:32:20,313.95
2017-09-15 03:48:04,491.97
2017-09-15 04:48:38,103.25
2017-09-15 06:32:42,146.03
2017-09-15 07:20:34,337.43
2017-09-15 07:39:51,143.24
2017-09-15 07:55:29,150.81
2017-09-15 08:09:48,92.23
2017-09-15 08:28:52,388.95
2017-09-15 08:34:43,207.39
2017-09-15 08:51:48,84.39
2017-09-15 09:00:06,166.38
2017-09-15 09:07:56,190.49
2017-09-15 09:15:42,178.41
2017-09-15 09:16:20,225.93
2017-09-15 09:19:48,335.02
2017-09-15 09:21:45,335.04
2017-09-15 09:24:57,248.1
2017-09-15 09:38:15,355.86
2017-09-15 09:57:51,217.97
2017-09-15 10:05:22,1013.68
2017-09-15 10:13:09,1406.31
2017-09-15 10:20:32,78.41
2017-09-15 10:23:15,408.43
2017-09-15 10:34:54,309.93
2017-09-15 10:36:43,191.84
2017-09-15 10:40:36,160.38
2017-09-15 10:49:09,179.15
2017-09-15 10:55:33,351.95
2017-09-15 11:06:15,117.02
2017-09-15 11:21:33,869.81
2017-09-15 11:22:39,401.03
2017-09-15 11:26:04,155.48
2017-09-15 11:27:36,441.65
2017-09-15 11:28:58,120.75
2017-09-15 11:44:46,496.41
2017-09-15 11:44:50,420.85
2017-09-15 11:48:18,433.37
2017-09-15 11:51:30,145.15
2017-09-15 11:51:32,347.71
2017-09-15 11:59:48,288.47
2017-09-15 12:10:11,89.91
2017-09-15 12:12:44,678.22
2017-09-15 12:14:03,147.43
2017-09-15 12:14:09,160.31
2017-09-15 12:14:10,124.98
2017-09-15 12:23:43,167.67
2017-09-15 12:32:27,437.85
2017-09-15 12:34:25,110.54
2017-09-15 12:34:25,230
2017-09-15 12:57:46,749.64
2017-09-15 13:10:59,130.59
2017-09-15 13:15:51,479.64
2017-09-15 13:18:29,2911.41
2017-09-15 13:21:22,422.88
2017-09-15 13:26:45,343.99
2017-09-15 13:29:16,107.55
2017-09-15 13:40:46,234.76
2017-09-15 13:47:40,113.48
2017-09-15 13:47:43,92.21
2017-09-15 13:51:21,869.81
2017-09-15 13:51:34,55.43
2017-09-15 13:51:39,56.93
2017-09-15 13:52:28,80.71
2017-09-15 13:53:55,121.39
2017-09-15 14:13:05,113.53
2017-09-15 14:13:49,98.39
2017-09-15 14:17:12,264.27
2017-09-15 14:29:40,266.52
2017-09-15 14:42:54,208.38
2017-09-15 14:44:26,229.89
2017-09-15 14:45:57,195.45
2017-09-15 14:48:02,302.59
2017-09-15 14:52:46,108.49
2017-09-15 14:57:47,361.84
2017-09-15 15:01:27,245.8
2017-09-15 15:03:39,202.81
2017-09-15 15:06:28,78.2
2017-09-15 15:08:16,168.68
2017-09-15 15:14:45,190.39
2017-09-15 15:19:25,29.85
2017-09-15 15:19:25,62.54
2017-09-15 15:23:00,410.02
2017-09-15 15:32:16,124.32
2017-09-15 15:51:25,379.02
2017-09-15 16:00:57,237.2
2017-09-15 16:14:01,850.82
2017-09-15 16:20:38,463.8
2017-09-15 16:20:39,526.06
2017-09-15 16:24:23,172.89
2017-09-15 16:33:32,514.05
2017-09-15 16:35:51,1863.3
2017-09-15 16:36:05,468.21
2017-09-15 16:39:12,382.97
2017-09-15 16:40:35,264.11
2017-09-15 16:48:18,305.97
2017-09-15 16:51:49,355.67
2017-09-15 17:15:08,217.65
2017-09-15 17:27:08,236.53
2017-09-15 17:28:23,214.36
2017-09-15 17:36:25,383.41
2017-09-15 17:40:08,125.42
2017-09-15 18:07:21,64.42
2017-09-15 18:18:35,189.08
2017-09-15 18:48:53,1460.36
2017-09-15 18:49:12,325.89
2017-09-15 18:55:59,223.38
2017-09-15 19:07:54,443.33
2017-09-15 19:24:57,251.62
2017-09-15 19:40:15,268.25
2017-09-15 20:04:28,245.57
2017-09-15 20:12:37,86.46
2017-09-15 20:36:53,722.98
2017-09-15 20:50:36,709.37
2017-09-15 20:54:31,120.15
2017-09-15 20:55:35,238.56
2017-09-15 20:58:34,145.52
2017-09-15 21:09:57,99.02
2017-09-15 21:16:02,1212.01
2017-09-15 21:22:31,737.24
2017-09-15 21:27:45,62.88
2017-09-15 21:27:45,193.36
2017-09-15 21:36:09,126.52
2017-09-15 21:36:29,306.02
2017-09-15 21:38:25,613.53
2017-09-15 21:42:01,307.65
2017-09-15 21:42:41,187.96
2017-09-15 21:48:54,162.66
2017-09-15 22:00:19,247.89
2017-09-15 22:01:18,165.42
2017-09-15 22:08:17,193.2
2017-09-15 22:13:41,172.66
2017-09-15 22:24:55,1357.85
2017-09-15 22:24:56,3.43
2017-09-15 22:24:56,20.24
2017-09-15 22:24:56,30.36
2017-09-15 22:24:56,30.36
2017-09-15 22:36:50,224.27
2017-09-15 22:45:30,3.89
2017-09-15 22:45:30,53.04
2017-09-15 22:59:54,131.88
2017-09-15 23:02:56,167.21
2017-09-15 23:06:29,242.05
2017-09-15 23:12:17,207
2017-09-15 23:25:39,674.96
2017-09-15 23:28:26,216.15
2017-09-16 00:43:23,59.23
2017-09-16 00:45:39,28.08
2017-09-16 00:45:39,119.05
2017-09-16 01:30:57,81.42
2017-09-16 02:31:26,286.17
2017-09-16 06:40:54,2002.61
2017-09-16 08:25:27,2483.33
2017-09-16 08:28:18,103.5
2017-09-16 08:51:24,451.38
2017-09-16 08:59:53,274.37
2017-09-16 09:00:56,313.93
2017-09-16 09:01:27,225.47
2017-09-16 09:05:54,75.16
2017-09-16 09:20:26,290.05
2017-09-16 09:29:23,176.48
2017-09-16 09:32:11,475.8
2017-09-16 09:34:01,423.09
2017-09-16 09:34:02,496
2017-09-16 10:07:01,261.33
2017-09-16 10:25:55,240.05
2017-09-16 10:26:47,203
2017-09-16 10:33:11,138.12
2017-09-16 10:56:48,242.4
2017-09-16 11:15:51,126.73
2017-09-16 11:20:10,103.71
2017-09-16 11:25:15,433.48
2017-09-16 11:26:48,4453.95
2017-09-16 11:46:48,401.9
2017-09-16 11:48:44,81.12
2017-09-16 11:55:00,596.02
2017-09-16 12:02:17,94.55
2017-09-16 12:02:21,740.09
2017-09-16 12:03:54,124.2
2017-09-16 12:08:34,431.04
2017-09-16 12:09:42,158.45
2017-09-16 12:18:30,248.17
2017-09-16 12:19:44,156.12
2017-09-16 12:19:44,343.28
2017-09-16 12:25:06,121.9
2017-09-16 12:32:13,199.48
2017-09-16 12:40:49,176.59
2017-09-16 12:40:58,252.98
2017-09-16 12:47:53,234.44
2017-09-16 13:15:00,1021.2
2017-09-16 13:16:16,44.16
2017-09-16 13:16:16,88.6
2017-09-16 13:21:47,268.73
2017-09-16 13:24:07,244.17
2017-09-16 13:26:01,356.82
2017-09-16 13:30:59,261.95
2017-09-16 14:01:00,1165.41
2017-09-16 14:02:51,691.13
2017-09-16 14:05:18,82.09
2017-09-16 14:51:37,860.13
2017-09-16 14:55:03,728.55
2017-09-16 15:02:11,373.64
2017-09-16 15:03:12,84.25
2017-09-16 15:23:17,740.39
2017-09-16 15:26:00,423.09
2017-09-16 15:28:46,340.72
2017-09-16 15:28:55,84.59
2017-09-16 15:59:21,307.79
2017-09-16 16:01:47,428.93
2017-09-16 16:08:59,423.09
2017-09-16 16:11:55,78.32
2017-09-16 16:11:59,230.28
2017-09-16 16:19:14,153.18
2017-09-16 16:24:07,235.43
2017-09-16 16:25:19,748.31
2017-09-16 16:37:48,109.32
2017-09-16 17:04:01,25.81
2017-09-16 17:04:01,111.62
2017-09-16 17:06:18,296.91
2017-09-16 17:28:17,823.12
2017-09-16 17:28:52,89.52
2017-09-16 17:43:25,394.91
2017-09-16 17:52:31,248.4
2017-09-16 17:56:07,429.43
2017-09-16 17:57:35,73.6
2017-09-16 17:59:42,107.39
2017-09-16 18:16:20,387.07
2017-09-16 18:32:53,259.19
2017-09-16 18:33:08,403.14
2017-09-16 18:35:10,566.63
2017-09-16 18:44:09,63.66
2017-09-16 18:53:55,357.95
2017-09-16 19:00:20,167.88
2017-09-16 19:16:20,423.09
2017-09-16 19:25:39,484.66
2017-09-16 19:36:06,184.25
2017-09-16 19:56:42,257.35
2017-09-16 19:56:51,143.13
2017-09-16 20:00:17,140.3
2017-09-16 20:23:59,179.84
2017-09-16 20:27:30,803.83
2017-09-16 20:28:28,533
2017-09-16 20:30:09,1882.16
2017-09-16 20:30:50,40.66
2017-09-16 20:40:17,656.33
2017-09-16 20:43:05,134.83
2017-09-16 20:44:37,402.06
2017-09-16 20:49:39,178.62
2017-09-16 20:50:42,171.74
2017-09-16 20:50:54,126.13
2017-09-16 21:00:06,255.88
2017-09-16 21:03:02,153.59
2017-09-16 21:03:25,83.31
2017-09-16 21:10:54,255.35
2017-09-16 21:13:22,163.62
2017-09-16 21:14:17,100.49
2017-09-16 21:20:47,402.06
2017-09-16 21:41:43,130.23
2017-09-16 21:48:11,278.3
2017-09-16 21:58:40,911.54
2017-09-16 22:05:02,78.2
2017-09-16 22:28:50,1583.21
2017-09-16 22:33:56,133.91
2017-09-16 22:37:39,304.91
2017-09-16 22:40:42,6.16
2017-09-16 22:40:42,115
2017-09-16 22:43:48,182.99
2017-09-16 23:02:03,251.44
2017-09-16 23:10:37,91.79
2017-09-16 23:13:14,684.53
2017-09-16 23:26:17,572.75
2017-09-16 23:27:24,389.34
2017-09-16 23:29:54,844.61
2017-09-16 23:44:56,334.79
2017-09-16 23:49:24,168.68
2017-09-16 23:49:43,517.78
2017-09-17 00:34:00,212.96
2017-09-17 01:09:23,420.76
2017-09-17 04:00:30,724.13
2017-09-17 06:44:58,332.51
2017-09-17 08:33:40,3177.01
2017-09-17 09:04:46,353.56
2017-09-17 09:42:42,205.14
2017-09-17 09:56:38,229.89
2017-09-17 09:58:40,1489.34
2017-09-17 09:59:15,482.33
2017-09-17 10:03:12,29.12
2017-09-17 10:03:12,118.4
2017-09-17 10:15:49,155.85
2017-09-17 10:17:01,75
2017-09-17 10:32:28,346.7
2017-09-17 11:00:01,105.8
2017-09-17 11:01:22,234.74
2017-09-17 11:15:26,178.41
2017-09-17 11:21:14,191.38
2017-09-17 11:27:12,367.59
2017-09-17 11:47:07,184.28
2017-09-17 11:53:52,502.73
2017-09-17 12:03:15,87.42
2017-09-17 12:18:26,28.2
2017-09-17 12:18:26,79.19
2017-09-17 12:34:39,92
2017-09-17 12:49:39,913.79
2017-09-17 12:50:31,437.85
2017-09-17 12:51:20,290.81
2017-09-17 12:53:07,224.94
2017-09-17 12:57:02,191.43
2017-09-17 12:59:53,154.1
2017-09-17 13:00:51,276.21
2017-09-17 13:05:58,415.38
2017-09-17 13:14:32,151.13
2017-09-17 13:31:31,417.47
2017-09-17 13:47:09,251.62
2017-09-17 14:02:09,149.5
2017-09-17 14:09:19,818.94
2017-09-17 14:12:52,230.69
2017-09-17 14:14:19,203.67
2017-09-17 14:17:22,73.07
2017-09-17 14:21:50,525.78
2017-09-17 14:22:42,64.61
2017-09-17 14:46:11,520.08
2017-09-17 14:51:56,186.48
2017-09-17 15:08:41,250.08
2017-09-17 15:12:17,167.12
2017-09-17 15:12:35,1768.68
2017-09-17 15:12:39,131.1
2017-09-17 15:13:10,526.24
2017-09-17 15:34:03,1524.56
2017-09-17 15:35:47,250.08
2017-09-17 15:41:27,740.09
2017-09-17 16:04:44,196.03
2017-09-17 16:05:06,126.5
2017-09-17 16:10:42,265.51
2017-09-17 16:14:29,114.59
2017-09-17 16:26:59,135.03
2017-09-17 16:34:35,642.09
2017-09-17 16:51:43,265.54
2017-09-17 17:01:49,359.7
2017-09-17 17:11:41,146.6
2017-09-17 17:15:28,100.33
2017-09-17 17:26:55,882.72
2017-09-17 17:31:07,179.15
2017-09-17 17:40:17,288.72
2017-09-17 17:47:19,269.4
2017-09-17 17:51:48,328.81
2017-09-17 17:55:34,125.88
2017-09-17 17:55:34,258.89
2017-09-17 18:00:05,195.16
2017-09-17 18:04:09,386.86
2017-09-17 18:12:09,429.23
2017-09-17 18:13:41,100.49
2017-09-17 18:18:56,889.55
2017-09-17 18:19:41,964.11
2017-09-17 18:20:45,279.68
2017-09-17 18:22:18,566.63
2017-09-17 18:24:36,317.47
2017-09-17 18:27:12,556.6
2017-09-17 18:46:01,255.35
2017-09-17 18:47:24,192.51
2017-09-17 18:47:24,346.08
2017-09-17 18:52:44,257.42
2017-09-17 18:58:07,349.97
2017-09-17 19:14:25,353.86
2017-09-17 19:15:28,221.08
2017-09-17 19:18:06,3224.26
2017-09-17 19:18:54,247.32
2017-09-17 19:21:22,174.27
2017-09-17 19:30:23,1400.42
2017-09-17 19:39:10,168.68
2017-09-17 19:40:28,208.68
2017-09-17 20:09:45,2156.57
2017-09-17 20:12:09,83.03
2017-09-17 20:17:49,165.92
2017-09-17 20:22:40,172.66
2017-09-17 20:31:44,107.27
2017-09-17 20:35:28,610.63
2017-09-17 20:39:20,379.06
2017-09-17 20:39:36,237.66
2017-09-17 20:40:42,379.02
2017-09-17 20:41:21,774.32
2017-09-17 20:41:23,235.2
2017-09-17 20:45:13,603.15
2017-09-17 21:03:28,123.51
2017-09-17 21:13:07,253
2017-09-17 21:13:07,356.32
2017-09-17 21:39:44,520.08
2017-09-17 21:41:25,150.05
2017-09-17 21:55:13,332.14
2017-09-17 22:05:13,151.13
2017-09-17 22:21:47,126.5
2017-09-17 22:24:00,383.96
2017-09-17 22:24:28,3.8
2017-09-17 22:24:28,580.61
2017-09-17 22:31:03,81.12
2017-09-17 22:35:47,72.82
2017-09-17 22:36:58,520.08
2017-09-17 22:37:47,269.47
2017-09-17 22:43:14,216.89
2017-09-17 22:44:26,153.59
2017-09-17 22:44:35,1137.74
2017-09-17 22:48:08,520.12
2017-09-17 22:57:10,108.22
2017-09-17 23:00:57,526.03
2017-09-17 23:18:59,328.95
2017-09-17 23:21:05,187.68
2017-09-17 23:54:20,460.55
2017-09-18 00:03:47,213.39
2017-09-18 00:18:29,451.4
2017-09-18 00:21:26,215.69
2017-09-18 00:28:51,1360.22
2017-09-18 00:28:52,704.44
2017-09-18 00:32:11,275.86
2017-09-18 00:48:00,124.2
2017-09-18 00:50:58,850.22
2017-09-18 01:02:11,689.43
2017-09-18 01:02:59,195.06
2017-09-18 01:35:19,170.57
2017-09-18 01:50:20,3201.35
2017-09-18 01:59:56,277.13
2017-09-18 02:23:36,417.61
2017-09-18 06:13:23,107.76
2017-09-18 06:21:28,151.13
2017-09-18 08:24:12,275.63
2017-09-18 08:34:17,168.25
2017-09-18 08:39:38,287.64
2017-09-18 08:45:44,410.32
2017-09-18 08:53:13,380.01
2017-09-18 09:02:16,1943.52
2017-09-18 09:12:24,241.16
2017-09-18 09:30:43,174.98
2017-09-18 09:46:37,268.96
2017-09-18 09:50:36,89.91
2017-09-18 10:01:36,180.23
2017-09-18 10:27:36,138
2017-09-18 10:41:15,247.89
2017-09-18 10:42:04,289.52
2017-09-18 10:44:44,540.25
2017-09-18 10:50:16,209.02
2017-09-18 11:03:21,105.09
2017-09-18 11:06:56,158.45
2017-09-18 11:11:32,107.02
2017-09-18 11:18:00,114.98
2017-09-18 11:23:52,320.76
2017-09-18 11:27:23,178.89
2017-09-18 11:33:17,210.82
2017-09-18 11:45:11,475.04
2017-09-18 11:50:36,326.85
2017-09-18 12:06:42,309.24
2017-09-18 12:16:24,102.83
2017-09-18 12:19:09,62.72
2017-09-18 12:21:43,996.54
2017-09-18 12:24:10,107.69
2017-09-18 12:32:57,356.82
2017-09-18 12:37:24,80.5
2017-09-18 12:42:53,420.74
2017-09-18 12:45:29,87.42
2017-09-18 12:46:24,225.1
2017-09-18 12:57:19,233.4
2017-09-18 12:58:42,90.25
2017-09-18 13:12:04,608.44
2017-09-18 13:13:13,168.2
2017-09-18 13:17:16,1041.85
2017-09-18 13:24:40,168.25
2017-09-18 13:26:47,137.08
2017-09-18 13:36:42,496.92
2017-09-18 13:37:37,87.79
2017-09-18 13:42:17,126.5
2017-09-18 13:46:42,107.53
2017-09-18 13:48:16,267.63
2017-09-18 13:58:03,292.68
2017-09-18 13:59:15,710.82
2017-09-18 14:01:02,440.06
2017-09-18 14:02:23,189.98
2017-09-18 14:04:37,360.27
2017-09-18 14:12:37,386.17
2017-09-18 14:21:03,404.27
2017-09-18 14:23:11,87.65
2017-09-18 14:27:53,1846.1
2017-09-18 14:31:30,273.38
2017-09-18 14:31:42,142.14
2017-09-18 14:33:15,63.89
2017-09-18 14:42:38,811.76
2017-09-18 14:48:19,224.92
2017-09-18 15:07:49,880.03
2017-09-18 15:10:14,66.82
2017-09-18 15:10:32,1367.12
2017-09-18 15:15:54,286.35
2017-09-18 15:16:11,294.35
2017-09-18 15:21:00,151.13
2017-09-18 15:30:12,344.91
2017-09-18 15:41:27,181.17
2017-09-18 15:48:27,94.83
2017-09-18 15:53:51,500.53
2017-09-18 15:55:33,2299.26
2017-09-18 15:56:23,425.22
2017-09-18 16:12:04,56.88
2017-09-18 16:15:42,276.21
2017-09-18 16:17:16,378.3
2017-09-18 16:31:58,132.83
2017-09-18 16:45:11,578.89
2017-09-18 17:03:31,1552.52
2017-09-18 17:11:28,252.06
2017-09-18 17:16:07,168.68
2017-09-18 17:20:34,128.29
2017-09-18 17:25:45,286.35
2017-09-18 17:27:14,136.02
2017-09-18 17:40:22,348.01
2017-09-18 17:46:15,203.18
2017-09-18 17:53:53,133.4
2017-09-18 17:54:27,850.75
2017-09-18 17:55:16,138.21
2017-09-18 17:56:18,100.69
2017-09-18 17:57:58,178.41
2017-09-18 18:02:45,244.17
2017-09-18 18:09:20,108.91
2017-09-18 18:20:50,252.31
2017-09-18 18:43:37,532.2
2017-09-18 18:48:19,60.95
2017-09-18 18:49:26,302.7
2017-09-18 18:51:12,294.26
2017-09-18 18:51:12,299.12
2017-09-18 18:53:15,227.06
2017-09-18 18:59:31,564.31
2017-09-18 19:00:06,1876.82
2017-09-18 19:09:52,284.53
2017-09-18 19:12:20,353.56
2017-09-18 19:18:35,519.04
2017-09-18 19:35:11,850.72
2017-09-18 19:43:47,315.58
2017-09-18 19:43:49,454.25
2017-09-18 19:54:52,313.93
2017-09-18 20:00:04,157.9
2017-09-18 20:02:18,132.25
2017-09-18 20:06:21,199.41
2017-09-18 20:07:26,172.66
2017-09-18 20:10:27,102.05
2017-09-18 20:11:16,812.82
2017-09-18 20:16:08,174
2017-09-18 20:22:43,1052.94
2017-09-18 20:31:56,222.82
2017-09-18 20:42:07,171.7
2017-09-18 20:42:08,348.89
2017-09-18 20:48:19,69.51
2017-09-18 20:49:22,238.17
2017-09-18 21:13:36,318.87
2017-09-18 21:14:10,315.7
2017-09-18 21:16:42,134.62
2017-09-18 21:18:37,97.52
2017-09-18 21:23:58,32.29
2017-09-18 21:23:58,223.05
2017-09-18 21:30:15,115.02
2017-09-18 21:36:58,72.17
2017-09-18 21:39:03,651.66
2017-09-18 21:39:05,153.18
2017-09-18 21:41:08,267.4
2017-09-18 21:41:12,364.9
2017-09-18 21:43:53,116.5
2017-09-18 21:47:28,247.89
2017-09-18 21:51:46,175.28
2017-09-18 21:56:27,406.82
2017-09-18 22:03:19,249.73
2017-09-18 22:08:37,423.09
2017-09-18 22:08:50,593.22
2017-09-18 22:09:13,121.16
2017-09-18 22:10:29,92.23
2017-09-18 22:16:48,1587.14
2017-09-18 22:17:09,184.46
2017-09-18 22:31:08,1.1
2017-09-18 22:31:08,8.37
2017-09-18 22:31:08,25.14
2017-09-18 22:31:08,83.79
2017-09-18 22:32:39,206.43
2017-09-18 22:36:33,201.78
2017-09-18 22:47:49,120.96
2017-09-18 22:48:56,121.92
2017-09-18 22:55:10,846.65
2017-09-18 22:59:35,850.82
2017-09-18 23:05:10,317.38
2017-09-18 23:11:47,254.38
2017-09-18 23:16:10,3815.01
2017-09-18 23:17:10,469.15
2017-09-18 23:20:23,84.53
2017-09-18 23:21:07,216.87
2017-09-18 23:24:18,709.37
2017-09-18 23:29:20,535.23
2017-09-18 23:33:56,32.13
2017-09-18 23:33:56,32.15
2017-09-18 23:33:56,32.15
2017-09-18 23:33:56,32.15
2017-09-18 23:33:56,36.59
2017-09-18 23:34:58,441.92
2017-09-18 23:41:24,383.39
2017-09-18 23:42:04,124.2
2017-09-18 23:56:54,422.83
2017-09-19 00:03:56,233.75
2017-09-19 00:04:15,608.3
2017-09-19 00:19:17,174.98
2017-09-19 01:02:44,211.07
2017-09-19 01:31:45,150.79
2017-09-19 02:06:24,244.17
2017-09-19 05:14:02,537.92
2017-09-19 05:51:12,153.25
2017-09-19 06:58:27,89.7
2017-09-19 07:05:42,497.12
2017-09-19 07:53:29,147.25
2017-09-19 07:54:34,232.85
2017-09-19 08:38:23,396.8
2017-09-19 08:39:35,195.87
2017-09-19 08:40:50,706.08
2017-09-19 08:49:08,69.69
2017-09-19 09:21:34,109.53
2017-09-19 09:22:36,68.06
2017-09-19 09:24:34,50.07
2017-09-19 09:28:22,893.64
2017-09-19 09:49:05,659.27
2017-09-19 09:59:54,196.88
2017-09-19 10:09:37,265.54
2017-09-19 10:17:22,152.38
